Country,ISO2,ISO3,Indicator,Code,Unit,Source,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Colombia,CO,COL,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",ECNCIT_dC,Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/ET. Date of Access: 28-09-2021",0.003,-0.151,-0.048,0.031,-0.143,0.103,-0.286,-0.22,0.335,0.026,-0.393,0.036,0.363,-0.292,-0.265,-0.194,0.303,0.203,0.229,0.465,0.142,0.177,0.645,-0.209,-0.007,-0.004,0.574,0.345,-0.052,0.283,0.367,0.505,0.232,0.215,0.485,0.13,0.535,0.932,-0.04,-0.078,0.378,0.616,0.642,0.532,0.645,0.511,0.575,0.272,0.753,0.916,0.348,0.559,0.693,0.69,1.131,0.971,0.656,0.995,1.25,1.41,0.898
